,unix_time,test_vol,test_cur,cycle,step_id,step_type,test_capchg,test_capdchg,test_engchg,test_engdchg,test_tmp,test_time,test_etime
154,1648734370.0,3.7803,0.0669,0,1,1,0.011461555555555555,0.0,0.04314205555555555,0.0,0,616000,616000
155,1648734374.0,3.7803,0.067,0,1,1,0.011535972222222222,0.0,0.04342336111111111,0.0,0,620000,620000
156,1648734378.0,3.7803,0.0669,0,1,1,0.011610416666666666,0.0,0.04370472222222222,0.0,0,624000,624000
157,1648734382.0,3.7803,0.067,0,1,1,0.011684805555555556,0.0,0.04398602777777778,0.0,0,628000,628000
158,1648734386.0,3.7803,0.067,0,1,1,0.011759222222222221,0.0,0.04426733333333333,0.0,0,632000,632000
159,1648734390.0,3.7803,0.067,0,1,1,0.011833666666666666,0.0,0.04454866666666667,0.0,0,636000,636000
160,1648734394.0,3.7803,0.067,0,1,1,0.011908055555555555,0.0,0.04482994444444444,0.0,0,640000,640000
161,1648734398.0,3.7803,0.067,0,1,1,0.011982472222222222,0.0,0.04511119444444445,0.0,0,644000,644000
162,1648734402.0,3.7803,0.0669,0,1,1,0.012056888888888888,0.0,0.045392527777777775,0.0,0,648000,648000
163,1648734406.0,3.7800000000000002,0.0669,0,1,1,0.012131305555555555,0.0,0.04567383333333333,0.0,0,652000,652000
164,1648734410.0,3.7803,0.0669,0,1,1,0.012205722222222222,0.0,0.045955194444444444,0.0,0,656000,656000
165,1648734414.0,3.7803,0.067,0,1,1,0.012280166666666667,0.0,0.04623652777777778,0.0,0,660000,660000
166,1648734418.0,3.7800000000000002,0.067,0,1,1,0.012354583333333334,0.0,0.046517833333333335,0.0,0,664000,664000
167,1648734422.0,3.7803,0.067,0,1,1,0.012428972222222221,0.0,0.04679905555555555,0.0,0,668000,668000
168,1648734426.0,3.7800000000000002,0.067,0,1,1,0.012503388888888889,0.0,0.047080416666666666,0.0,0,672000,672000
169,1648734430.0,3.7800000000000002,0.0669,0,1,1,0.012577833333333333,0.0,0.04736175,0.0,0,676000,676000
170,1648734434.0,3.7800000000000002,0.0669,0,1,1,0.01265225,0.0,0.047643083333333336,0.0,0,680000,680000
171,1648734438.0,3.7800000000000002,0.067,0,1,1,0.012726666666666666,0.0,0.04792433333333333,0.0,0,684000,684000
172,1648734442.0,3.7797,0.067,0,1,1,0.012801083333333333,0.0,0.04820566666666667,0.0,0,688000,688000
173,1648734446.0,3.7800000000000002,0.067,0,1,1,0.0128755,0.0,0.04848697222222222,0.0,0,692000,692000
174,1648734450.0,3.7797,0.067,0,1,1,0.012949944444444444,0.0,0.04876825,0.0,0,696000,696000
175,1648734454.0,3.7797,0.067,0,1,1,0.013024361111111112,0.0,0.049049555555555555,0.0,0,700000,700000
176,1648734458.0,3.7797,0.067,0,1,1,0.013098777777777777,0.0,0.04933086111111111,0.0,0,704000,704000
177,1648734462.0,3.7797,0.067,0,1,1,0.013173194444444444,0.0,0.049612166666666666,0.0,0,708000,708000
178,1648734466.0,3.7797,0.067,0,1,1,0.013247638888888889,0.0,0.04989355555555555,0.0,0,712000,712000
179,1648734470.0,3.7794000000000003,0.067,0,1,1,0.013322083333333333,0.0,0.05017488888888889,0.0,0,716000,716000
180,1648734474.0,3.7797,0.067,0,1,1,0.013396527777777778,0.0,0.05045625,0.0,0,720000,720000
181,1648734478.0,3.7797,0.067,0,1,1,0.013470972222222223,0.0,0.05073761111111111,0.0,0,724000,724000
182,1648734482.0,3.7794000000000003,0.067,0,1,1,0.013545388888888888,0.0,0.051018916666666664,0.0,0,728000,728000
183,1648734486.0,3.7794000000000003,0.067,0,1,1,0.013619833333333333,0.0,0.05130022222222222,0.0,0,732000,732000
184,1648734490.0,3.7797,0.0669,0,1,1,0.01369425,0.0,0.05158147222222222,0.0,0,736000,736000
185,1648734494.0,3.7794000000000003,0.067,0,1,1,0.013768666666666667,0.0,0.05186277777777778,0.0,0,740000,740000
186,1648734498.0,3.7794000000000003,0.067,0,1,1,0.013843111111111112,0.0,0.052144055555555555,0.0,0,744000,744000
187,1648734502.0,3.7794000000000003,0.067,0,1,1,0.013917527777777777,0.0,0.05242533333333333,0.0,0,748000,748000
188,1648734506.0,3.7794000000000003,0.067,0,1,1,0.013991944444444444,0.0,0.052706583333333334,0.0,0,752000,752000
189,1648734510.0,3.7791,0.067,0,1,1,0.014066388888888889,0.0,0.05298794444444444,0.0,0,756000,756000
190,1648734514.0,3.7794000000000003,0.067,0,1,1,0.014140833333333333,0.0,0.053269277777777777,0.0,0,760000,760000
191,1648734518.0,3.7794000000000003,0.067,0,1,1,0.01421525,0.0,0.05355058333333333,0.0,0,764000,764000
192,1648734522.0,3.7794000000000003,0.067,0,1,1,0.014289694444444443,0.0,0.053831944444444446,0.0,0,768000,768000
193,1648734526.0,3.7794000000000003,0.067,0,1,1,0.014364138888888888,0.0,0.054113277777777774,0.0,0,772000,772000
194,1648734530.0,3.7794000000000003,0.067,0,1,1,0.014438583333333333,0.0,0.05439458333333333,0.0,0,776000,776000
195,1648734534.0,3.7791,0.0669,0,1,1,0.014513,0.0,0.05467583333333333,0.0,0,780000,780000
196,1648734538.0,3.7794000000000003,0.067,0,1,1,0.014587416666666667,0.0,0.05495708333333333,0.0,0,784000,784000
197,1648734542.0,3.7794000000000003,0.067,0,1,1,0.014661833333333332,0.0,0.055238333333333334,0.0,0,788000,788000
198,1648734546.0,3.7794000000000003,0.067,0,1,1,0.01473625,0.0,0.05551961111111111,0.0,0,792000,792000
199,1648734550.0,3.7794000000000003,0.067,0,1,1,0.014810694444444444,0.0,0.055800916666666665,0.0,0,796000,796000
200,1648734554.0,3.7794000000000003,0.067,0,1,1,0.014885111111111111,0.0,0.05608222222222222,0.0,0,800000,800000
201,1648734558.0,3.7794000000000003,0.0669,0,1,1,0.014959555555555556,0.0,0.056363527777777776,0.0,0,804000,804000
202,1648734562.0,3.7794000000000003,0.067,0,1,1,0.015033972222222221,0.0,0.05664475,0.0,0,808000,808000
203,1648734566.0,3.7794000000000003,0.067,0,1,1,0.015108388888888888,0.0,0.056926055555555556,0.0,0,812000,812000
204,1648734570.0,3.7797,0.067,0,1,1,0.015182833333333333,0.0,0.05720738888888889,0.0,0,816000,816000
205,1648734574.0,3.7794000000000003,0.067,0,1,1,0.01525725,0.0,0.05748866666666667,0.0,0,820000,820000
206,1648734578.0,3.7794000000000003,0.067,0,1,1,0.015331666666666667,0.0,0.05776994444444444,0.0,0,824000,824000
207,1648734582.0,3.7794000000000003,0.067,0,1,1,0.01540611111111111,0.0,0.05805127777777778,0.0,0,828000,828000
208,1648734586.0,3.7794000000000003,0.067,0,1,1,0.015480527777777777,0.0,0.058332527777777775,0.0,0,832000,832000
209,1648734590.0,3.7794000000000003,0.067,0,1,1,0.015554944444444444,0.0,0.05861380555555556,0.0,0,836000,836000
210,1648734594.0,3.7794000000000003,0.067,0,1,1,0.01562936111111111,0.0,0.058895027777777775,0.0,0,840000,840000
211,1648734598.0,3.7794000000000003,0.067,0,1,1,0.01570377777777778,0.0,0.05917627777777778,0.0,0,844000,844000
212,1648734602.0,3.7794000000000003,0.067,0,1,1,0.015778194444444445,0.0,0.059457527777777776,0.0,0,848000,848000
213,1648734606.0,3.7794000000000003,0.0669,0,1,1,0.01585263888888889,0.0,0.05973886111111111,0.0,0,852000,852000
214,1648734610.0,3.7794000000000003,0.067,0,1,1,0.015927055555555555,0.0,0.060020166666666666,0.0,0,856000,856000
215,1648734614.0,3.7794000000000003,0.067,0,1,1,0.0160015,0.0,0.06030144444444444,0.0,0,860000,860000
216,1648734618.0,3.7794000000000003,0.067,0,1,1,0.016075944444444445,0.0,0.06058277777777778,0.0,0,864000,864000
217,1648734622.0,3.7794000000000003,0.067,0,1,1,0.016150361111111112,0.0,0.06086408333333333,0.0,0,868000,868000
218,1648734626.0,3.7794000000000003,0.067,0,1,1,0.016224805555555555,0.0,0.06114541666666667,0.0,0,872000,872000
219,1648734630.0,3.7794000000000003,0.067,0,1,1,0.01629925,0.0,0.061426694444444443,0.0,0,876000,876000
220,1648734634.0,3.7791,0.0669,0,1,1,0.016373666666666665,0.0,0.06170797222222222,0.0,0,880000,880000
221,1648734638.0,3.7794000000000003,0.067,0,1,1,0.01644811111111111,0.0,0.061989277777777775,0.0,0,884000,884000
222,1648734642.0,3.7791,0.067,0,1,1,0.0165225,0.0,0.06227044444444444,0.0,0,888000,888000
223,1648734646.0,3.7791,0.0669,0,1,1,0.016596916666666666,0.0,0.06255166666666667,0.0,0,892000,892000
224,1648734650.0,3.7791,0.067,0,1,1,0.016671333333333333,0.0,0.06283288888888888,0.0,0,896000,896000
225,1648734654.0,3.7791,0.067,0,1,1,0.01674572222222222,0.0,0.06311405555555555,0.0,0,900000,900000
226,1648734658.0,3.7791,0.067,0,1,1,0.016820166666666667,0.0,0.06339533333333333,0.0,0,904000,904000
227,1648734662.0,3.7791,0.067,0,1,1,0.016894583333333334,0.0,0.06367658333333333,0.0,0,908000,908000
228,1648734666.0,3.7791,0.067,0,1,1,0.016968999999999998,0.0,0.06395783333333334,0.0,0,912000,912000
229,1648734670.0,3.7791,0.067,0,1,1,0.017043444444444444,0.0,0.06423911111111111,0.0,0,916000,916000
230,1648734674.0,3.7788000000000004,0.067,0,1,1,0.01711786111111111,0.0,0.06452033333333333,0.0,0,920000,920000
231,1648734678.0,3.7788000000000004,0.067,0,1,1,0.01719227777777778,0.0,0.06480155555555556,0.0,0,924000,924000
